Name,Sb,Sn,Cd,Pd,Ag,Bal,Mo,Nb,Zr,Sr,Rb,Bi,As,Se,Au,Pb,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Ca,K,Al,P,Si,Cl,S,Mg
TRR-096,0,0,0,0,0,53.46388175,0,0.000625576,0.007492108,0.018604062,0.005366576,0,0,0,0,0,0,0.001644818,0,0,0,1.714695198,0.0407396,0.004282629,0.016267212,0.158813608,1.046292333,2.388051981,5.730954498,0.199312645,35.18517434,0.017801069,0,0
TRR-095,0,0,0,0,0,50.76027484,0,0.001341613,0.010603222,0.01288399,0.008148738,0,0,0,0,0.000925907,0,0.002055295,0,0,0,2.273522902,0.04343142,0.006955959,0.018686792,0.198273439,1.18492807,2.937443431,6.140338795,0.189513324,36.19432099,0.016351269,0,0
TRR-093,0,0,0,0,0,52.66253332,0,0.001226255,0.011990477,0.009044673,0.009799796,0,0,0,0,0,0,0.003884066,0,0,0,3.103761291,0.04543269,0.008343578,0.018713185,0.268726194,0.905248499,3.067545381,6.310685654,0.110712615,32.89438293,0.025257099,0,0.5427123
TRR-090,0,0,0,0,0,52.68533065,0,0.001335663,0.007865133,0.008990874,0.010027877,0,0,0,0,0,0,0.001453789,0,0,0,1.584828135,0.036060611,0,0.011154706,0.124799781,0.681658167,3.481234795,5.697966591,0.112853491,35.5426122,0.011827537,0,0
TRR-091,0,0,0,0,0,53.11639391,0,0.001339,0.016897527,0.005914827,0.007293486,0,0.000734322,0,0,0,0,0.002784637,0,0,0,2.26510392,0.037955568,0.004331659,0.019032547,0.199526775,0.177874876,2.821357321,6.404459578,0.141671446,34.76358039,0.013748202,0,0
TRR-040a,0,0,0,0,0,53.556559,0,0.000953079,0.011618902,0.007317786,0.005044665,0,0.002566348,0,0,0.005920749,0,0.00451342,0,0,0,3.066099351,0.052023755,0.007412671,0.021444082,0.230895051,2.473205053,2.00802003,5.439370473,0.121406327,32.68025932,0.021401545,0,0.283968395
CH-029_15-20cm,0,0,0,0,0,49.66415629,0.000697531,0.002264911,0.023965686,0.013036893,0.007442703,0,0.005017676,0,0,0.00437821,0,0.002273474,0,0,0,3.55076687,0.05083,0.016047395,0.023484717,0.411647723,0.096337102,1.978716035,5.11858017,0.241011829,38.76633247,0.023012318,0,0
CH-108,0,0,0,0,0,52.84100202,0.000383042,0.002609754,0.024516724,0.02033366,0.008030438,0,0.006301669,0,0,0.006774408,0,0.015222845,0.011679238,0,0,5.46573895,0.124921686,0.017142662,0.030956219,0.567469422,2.233222966,2.9180834,8.455216218,0.11966764,26.14339127,0.044509,0,0.942826768
V-005_0-63,0,0,0,0,0,48.44679777,0.0010761,0.002258795,0.022198236,0.009642023,0.007548349,0,0.002187859,0,0,0,0,0.019684645,0.020670788,0,0,5.842218713,0.111729371,0.02216415,0.035749004,0.449794508,2.685818914,2.614645254,7.931627337,0.251553221,30.29623725,0.305256745,0.45654666,0.464594307
CH-014_5-10cm,0,0,0,0,0,64.86029144,0.000578637,0.0015435,0.015101828,0.004268571,0.002827464,0,0.001536061,0,0,0.001813028,0,0.008541762,0.004958046,0,0,4.080336483,0.026361331,0.024693118,0.032487892,0.491567672,0.35850133,0.999730325,7.099133154,0.226801816,21.59725528,0.049453925,0.112217336,0
CH-155,0,0,0,0,0,55.95834809,0,0.0012445,0.011991543,0.006443907,0.003815533,0,0.001625713,0,0,0,0,0.00560705,0,0,0,3.716152398,0.06150133,0.008774982,0.021726758,0.272568469,1.832112826,1.939820601,6.217676954,0.163705087,29.38571734,0.022682957,0,0.368483966
CH-156,0,0,0,0,0,53.31486937,0,0.001140823,0.012402776,0.006654092,0.004206451,0,0.001318474,0,0,0,0,0.005673376,0,0,0,3.281048123,0.059351718,0.008395092,0.021058066,0.25350033,1.705935437,1.991664735,6.495404342,0.167765339,32.3418951,0.020790542,0,0.306925812
CH-014_15-20cm,0,0,0,0,0,57.33217167,0,0.00150695,0.017837,0.005057741,0.0031745,0,0.001293937,0,0,0,0,0.012391575,0,0,0,4.518488691,0.036987936,0.030392446,0.036419286,0.531251376,0.435034155,1.22086697,9.646250833,0.141297027,25.64912251,0.043920749,0,0.336534657
V-006_125-250,0,0,0,0,0,43.80991936,0.001021469,0.001223134,0.0167575,0.010151947,0.001706806,0,0,0,0,0,0,0.0014385,0,0,0,2.603055366,0.029894574,0.018539109,0.010600931,0.22181407,0.963261227,1.076362965,2.519628094,0.219780633,48.43889704,0,0.055947275,0
CH-061_0-5cm,0,0,0,0,0,54.95409115,0,0.001057846,0.023203832,0.002034757,0.002483,0,0,0,0,0,0,0,0,0,0,1.477960834,0.012030742,0,0.009993388,0.228765893,0,0.914279443,4.196767109,0.205534966,37.95233864,0.019458398,0,0
CH-061_20-25cm,0,0,0,0,0,55.66400651,0,0.001262406,0.021936765,0.002900882,0.004207,0,0.000647155,0,0,0,0,0.001673189,0,0,0,2.409682448,0,0.007826614,0.014427625,0.292184393,0,1.483289346,6.726648127,0.14249731,33.19728211,0.02952812,0,0
CH-015_5-10cm,0,0,0,0,0,64.31237605,0.000572208,0.001616058,0.013653999,0.004353495,0.003033662,0,0.002627044,0,0,0.003402961,0,0.008994005,0,0,0,4.570904924,0.038874306,0.023206188,0.033206978,0.490859764,0.683644581,0.922257685,5.908905394,0.230846907,22.52621358,0.052390047,0.168060157,0
V-006_63-125,0,0,0,0,0,42.64972415,0,0.002555117,0.119878637,0.011140021,0.001908852,0,0.000979934,0,0,0,0,0.004074891,0.003618284,0,0,3.806412869,0.068164094,0.024356294,0.017343057,0.53345462,1.489726851,1.228772312,3.082245044,1.023626463,45.69809629,0.019872507,0.214049716,0
CH-110,0,0,0,0,0,50.32441871,0,0.000994468,0.010791706,0.0088965,0.005084152,0,0.000684268,0,0,0,0,0.002098355,0.00299718,0,0,2.920765545,0.050059386,0.010485505,0.019091021,0.207824649,1.447700931,2.062596287,4.612327819,0.160271972,38.13209987,0.020811685,0,0
CH-029_10-15cm,0,0,0,0,0,51.54624895,0.000583426,0.001955691,0.023452548,0.011950921,0.00717395,0,0.004628694,0,0,0,0,0.00210583,0,0,0,3.721491087,0.055020969,0.015763953,0.02425539,0.383971981,0.094123465,1.905407499,4.923804354,0.22289893,37.03283533,0.022327033,0,0
CH-112,0,0,0,0,0,54.46356552,0,0.001040801,0.012279,0.008542294,0.005282337,0,0.00070865,0,0,0,0,0.002836002,0.002664934,0,0,3.250200713,0.07385339,0.007512,0.023114239,0.286314651,1.78290272,2.367399738,5.839542034,0.130361519,31.19940893,0.033886767,0,0.508583769
CH-113,0,0,0,0,0,51.06984867,0,0.000506,0.005917364,0.002995816,0.0018893,0,0.001711464,0,0,0,0,0.001623267,0,0.007863788,0,2.611894927,0.056615736,0.02736238,0.010519786,0.121603082,0.899774303,0.820418124,3.124516405,0.172460761,39.83372482,0.010858318,0,1.217895687
CH-115,0,0,0,0,0,51.86762063,0,0.000661442,0.007467938,0.003495602,0.002995251,0,0.001296775,0,0,0,0,0,0,0,0,2.117162204,0.045764839,0.005891728,0.012414681,0.162089092,2.271801533,1.494094776,4.124989402,0.105754819,37.34576345,0.028435343,0,0.402300493
CH-118,0,0,0,0,0,58.22076366,0,0.000427264,0.007168357,0.002103291,0.001677,0,0,0,0,0,0,0,0,0,0,1.16700226,0.020494261,0,0.006869372,0.121668744,0.865980075,1.242963333,3.804678872,0.159837023,34.0694926,0.018091682,0,0.290782205
CH-119,0,0,0,0,0,49.13158597,0.000360289,0.000411833,0.005474205,0.004665384,0.003428874,0,0.000661871,0,0,0,0,0,0,0,0,1.499395253,0.035107967,0.004236322,0.012646528,0.081687774,0.300722217,1.631617009,2.898644688,0.184993625,44.20436019,0,0,0
rs-125-250,0,0,0,0,0,39.35033946,0.001609446,0.002519155,0.011782184,0.011291235,0.006116162,0,0.003498541,0,0,0,0,0.011063924,0.003272011,0,0,4.995261947,0.072474257,0.03691497,0.027634146,0.36092414,6.186357884,2.793204371,8.561309289,0.17280833,36.54569413,0.044178762,0.028118645,0.773627004
CH-109,0,0,0,0,0,50.78618654,0,0.0007155,0.009261211,0.007290104,0.004597513,0,0,0,0,0,0,0,0,0,0,1.771333691,0.033230912,0.005860027,0.013255708,0.118182278,0.994827123,2.116008319,3.865110614,0.175632566,40.0985079,0,0,0
CH-030_25-30cm,0,0,0,0,0,49.70137454,0.000653063,0.001983194,0.016898098,0.005444768,0.009086585,0,0.001610014,0,0,0,0,0,0,0,0,2.295149225,0,0.009167947,0.017862578,0.182157247,0,2.886887039,5.104396492,0.190603457,39.56693676,0.00978899,0,0
CH-014_25-30cm,0,0,0,0,0,58.06283948,0,0.001341265,0.016453854,0.005524657,0.003057813,0,0.001213942,0,0,0,0,0.011296116,0.001772924,0,0,4.572842159,0.035851377,0.034368729,0.037298368,0.494891654,0.563493573,1.169794877,9.503750096,0.124048066,24.94671268,0.039514311,0,0.373934054
CH-061_50-60cm,0,0,0,0,0,54.77795726,0,0.001165264,0.02247615,0.002919718,0.004324373,0,0.001007744,0,0,0,0,0.002245038,0,0,0,3.281263745,0,0.010611845,0.01589046,0.279508153,0,1.684302205,7.651122825,0.143097073,32.08717081,0.034937336,0,0
CH-028_4-10cm,0,0,0,0,0,54.82726197,0,0.001935262,0.019126975,0.01644373,0.009271426,0,0.004977722,0,0,0,0,0.005168159,0,0,0,5.689379967,0.010008621,0.019423535,0.029572746,0.483973981,0,2.029887599,8.654350314,0.137637562,28.01663274,0.044947694,0,0
116-b,0,0,0,0,0,49.79534501,0.000484324,0.00108,0.048968782,0.006258858,0.001057,0,0.004583213,0,0,0,0,0,0,0,0,0.921032305,0,0,0.005195029,0.190071821,0,0.542993527,1.911066105,0.212072853,46.35979117,0,0,0
V-007_63-125,0,0,0,0,0,45.97327038,0.000593243,0.001708022,0.069671772,0.009347669,0.002289928,0,0.000688754,0,0,0,0,0.003587423,0,0,0,2.528095179,0.042931709,0.009078308,0.015894929,0.331780024,2.05012781,1.252002631,2.991425704,1.390689844,42.93523854,0.013508617,0.378069509,0
CH-014_10-15cm,0,0,0,0,0,61.9349985,0,0.00147153,0.01560957,0.004530469,0.003033849,0,0.001330441,0,0,0,0,0.010662381,0.001924538,0,0,4.468110903,0.031997852,0.028348526,0.0354045,0.516530316,0.396393698,1.095783075,8.224712044,0.180499502,22.96535753,0.048158142,0.03514264,0
116-d,0,0,0,0,0,55.24512946,0,0.000272551,0.004280106,0.005970995,0.00107,0,0.004089749,0,0,0,0,0,0,0,0,0.989827682,0.007315426,0,0.005336406,0.110426461,0,0.92617153,3.481332115,0.140422031,39.06641017,0.01194532,0,0
116-e,0,0,0,0,0,52.21253401,0,0.000565,0.007777733,0.009854161,0.002133,0,0.007257406,0,0,0,0,0,0,0,0,1.740510914,0.014523886,0.003635652,0.009338102,0.145558082,0.025585383,1.21725631,4.029419015,0.20583595,40.04905612,0.014354524,0,0.304804747
CH-127,0,0,0,0,0,55.24127088,0,0.002167094,0.010717894,0.005584271,0.01473433,0,0.001450568,0,0,0.001319164,0,0.008915471,0,0,0,5.711850715,0.083950214,0.017895074,0.040220067,0.628403414,0.153264606,3.89296399,8.85966091,0.13143621,23.98890767,0.043025246,0,1.162262211
CH-015_15-20cm,0,0,0,0,0,61.9512339,0.0003928,0.001496293,0.015055952,0.003644532,0.00276597,0,0.001816,0,0,0,0,0.006823826,0,0,0,5.230544798,0.026102135,0.029325343,0.033306409,0.533488283,0.35247139,0.933108447,7.494511853,0.262327019,22.97669415,0.052226846,0.092664048,0
CH-122,0,0,0,0,0,54.84316582,0,0.001608919,0.010456317,0.007114582,0.013482799,0,0.001422232,0,0,0.001022215,0,0.006876595,0,0,0,4.533805599,0.06133581,0.016229208,0.035493125,0.483095069,0.153860829,4.135757146,8.461695407,0.143638122,26.34375712,0.03858091,0,0.707602175
CH-121,0,0,0,0,0,57.21488566,0,0.001178394,0.010975891,0.008782362,0.011000752,0,0.000602562,0,0,0.001848696,0,0.003036658,0,0,0,3.222714227,0.063804343,0.010940703,0.037126155,0.45083423,0.185134945,3.82400198,7.373938263,0.176807777,26.77702164,0.027636079,0,0.597728684
TRR-036,0,0,0,0,0,50.1844345,0,0.001359644,0.012553193,0.007100521,0.006978695,0,0.001788683,0,0,0,0,0.005402896,0,0,0,4.32666511,0.071174749,0.016671775,0.024663418,0.280399705,1.295890235,2.466562894,6.331209435,0.179264872,34.75895003,0.028929646,0,0
CH-144,0,0,0,0,0,52.37626331,0,0.001279024,0.005772189,0.006388647,0.014927397,0,0,0,0,0.001469384,0,0,0,0,0,0.958350877,0.043062,0,0.011043399,0.104367948,0.191537231,4.203820932,5.11786665,0.150685304,36.80431118,0.008854532,0,0
V-005_125-250,0,0,0,0,0,47.5983562,0.000724452,0.001399228,0.018366857,0.007096176,0.001564,0,0.000404349,0,0,0,0,0.001305275,0,0,0,2.151335165,0.037371631,0.006785012,0.01099605,0.258013237,1.829316929,0.959638907,2.535203975,0.18360122,44.30573989,0.012840026,0.079941421,0
V-007_125-250,0,0,0,0,0,48.6545117,0.000605152,0.001152257,0.012959621,0.008926816,0.001701099,0,0.000514363,0,0,0,0,0.003077645,0,0,0,1.875490987,0.032320527,0,0.012166729,0.199525447,1.862743706,1.066069339,2.743276077,0.166345878,42.84717323,0.011371424,0.213987296,0.286080703
CH-161,0,0,0,0,0,53.6377466,0,0.000932546,0.009694435,0.014150508,0.00541108,0,0.00100853,0,0,0,0,0.002241861,0,0,0,2.431056062,0.054162358,0.009922107,0.016473467,0.184672399,8.084752761,1.903718187,5.108858394,0,27.79514273,0.012334916,0,0.727721056
TRR-025b,0,0,0,0,0,52.94378461,0,0.001629913,0.016831771,0.008182509,0.007005554,0,0.00351169,0,0,0,0,0.006876935,0.009261282,0,0,4.204665821,0.083480109,0.012499843,0.025705389,0.298276963,2.384038622,2.448006688,6.219319811,0.119873429,30.76128339,0.026851077,0,0.418914593
TRR-025a,0,0,0,0,0,53.16649967,0,0.0010865,0.009756171,0.012403742,0.004431903,0,0.001553785,0,0,0,0,0.003161686,0,0,0,3.401867834,0.078028809,0.010388571,0.019003538,0.20853758,8.562453251,1.686658469,5.023956276,0,27.29017562,0.020022204,0,0.50001439
CH-162,0,0,0,0,0,53.66650528,0,0.0009185,0.009674,0.0136825,0.005351644,0,0.000940364,0,0,0,0,0.002848893,0,0,0,2.612543322,0.056742927,0.005937032,0.016075316,0.199742573,7.662360373,1.961370821,5.323172667,0.1027045,27.56136032,0.023817283,0,0.774251688
CH-028_10-15cm,0,0,0,0,0,54.65055817,0.000536562,0.00181428,0.018917708,0.015920368,0.008873031,0,0.004809098,0,0,0,0,0.008392406,0.001860229,0,0,6.530279638,0.012595612,0.02208219,0.030813897,0.453859284,0,2.099494277,9.329057584,0.102907204,26.66132523,0.045903235,0,0
TRR-024a,0,0,0,0,0,54.12631228,0,0.001282793,0.011819686,0.006321614,0.007018616,0,0.003229065,0,0,0,0,0.006872588,0,0,0,3.830892537,0.080178552,0.008911822,0.021274232,0.274260022,1.936639666,2.425987697,6.921129712,0.101502812,29.77651845,0.032983135,0,0.426864724
116-c,0,0,0,0,0,52.25176512,0,0,0.009051938,0.00552265,0.0007045,0,0.004102689,0,0,0,0,0,0,0,0,0.667623201,0,0,0.004635375,0.099153752,0,0.499755339,2.112829585,0.182814153,44.1620417,0,0,0
121-d,0,0,0,0,0,54.13626384,0,0.001672662,0.014291885,0.009577897,0.013215428,0,0.000718701,0,0,0.002842948,0,0.004125509,0,0,0,3.565412765,0.075669202,0.011653545,0.038378912,0.437412906,0.194363332,4.121087813,7.757652895,0.142607869,28.87057849,0.029424659,0,0.573048748
121-e,0,0,0,0,0,53.34696172,0,0.00178103,0.013908895,0.00984034,0.013833802,0,0.000761834,0,0,0.002456467,0,0.004296936,0,0,0,3.77553599,0.072797927,0.010604742,0.040443071,0.46446661,0.187666716,4.527490065,8.178753066,0.108476492,28.55845873,0.036777288,0,0.644688284
121-a,0,0,0,0,0,55.81824605,0,0.004256787,0.141176309,0.009072439,0.015103464,0.00731487,0.001758546,0,0,0.006781703,0,0.008038439,0.004162528,0,0,6.331750511,0.134453349,0.018872164,0.057333538,0.699464579,0.414646016,3.134759577,10.24407943,0.752167097,22.11206661,0.047312571,0.037183421,0
121-c,0,0,0,0,0,52.18162012,0,0.001911477,0.015358741,0.010344633,0.013708013,0,0.000798858,0,0,0.003117701,0,0.004085169,0,0,0,3.624375232,0.068708642,0.009284425,0.040891885,0.378377446,0.207622938,4.412067854,7.602323152,0.132531937,31.26852825,0.02434353,0,0
